title,ratings,reviews
BESTiPHONEEVERISiPHONEX,50outof5stars,HiThisisaverygoodproductunderRs82999andcomeswith1YEARWARRANTYItisthebestiphoneIhaveeverseenithassomuchnewfeaturesandlookisamazingItqualityandconditionisgoodIreallyloveditBelowaresomefeaturesandbriefdescriptionaboutitBRIEFDESCRIPTIONDesignandDisplayHowdoyoucreateadeeplyintelligentdevicewhoseenclosureanddisplayareasingleuninterruptedelementThatsthegoalwefirstsetforourselveswiththeoriginaliPhoneWithiPhoneXweveachieveditWithiPhoneXthedeviceisthedisplayAnallnew58inchSuperRetinascreenfillsthehandanddazzlestheeyesThedisplayemploysnewtechniquesandtechnologytopreciselyfollowthecurvesofthedesignallthewaytotheelegantlyroundedcornersFrontandBackGlassThefrontandbackareallglassthemostdurableweveevermadewithastrengtheninglayerthats50deeperAsevenlayerinkprocessallowsforprecisehuesandopacityandareflectiveopticallayerenhancesthecolorsAndanoleophobiccoatingletsyoueasilywipeoffsmudgesandfingerprintsWirelessChargingforaWirelessWorldWevealwaysintendediPhonetobeatrulywirelessdevicefreefromchargingcablesandheadphonecordsWithaglassbackandanembeddedwirelesschargingsystemiPhoneXisdesignedforawirelessfutureWaterandDustResistanceiPhoneXisprecisionengineeredatthemicroscopicleveltoprotectagainstwatersplashesanddustOLEDDesignedforiPhoneXThefirstOLEDscreenthatrisestothestandardsofiPhonewithaccuratestunningcolorstrueblackshighbrightnessanda1000000to1contrastratioImprovedCamerasAlargerandfaster12MPsensorAnewcolorfilterDeeperpixelsAndanewtelephotocamerawithOISThewideangleandtelephotocamerasoniPhoneXenableopticalzoomaswellasdigitalzoomofupto10xforphotosand6xforvideosFaceIDFaceIDisenabledbytheTrueDepthcameraandissimpletosetupItprojectsandanalyzesmorethan30000invisibledotstocreateaprecisedepthmapofyourfaceSoMuchTechnologyInSoLittleSpaceTheTrueDepthcamerasystemallowsyoutotakeamazingphotosandenablesFaceIDItshousedinatinyspaceatthetopofthedisplayyetwithinthisminiaturizedmodulearesomeofthemostadvancedtechnologiesweveeverdevelopedFEATURES11473centimeters58inchcapacitivetouchscreenwith2436x1125pixelsresolution2iOSv1111operatingsystemwith13GHzAppleA11Bionichexacoreprocessor3GBRAM64GBinternalmemoryandsingleSIM32716mAHlithiumionbattery41yearmanufacturerwarrantyfordeviceand6monthsmanufacturerwarrantyforinboxaccessoriesincludingbatteriesfromthedateofpurchaseSOIFTHISREVIEWHELPEDPLEASEVOTEITHELPFUL
FiveStars,50outof5stars,Superfastdeliveryandgenuineproduct
Cameraisverygoodandpottsitmodeeveninfrontcameraissuperb,50outof5stars,ReceivedmyiPhoneX3daysbackAmazonwasverysupportiveintermsofdeliveryiPhoneXisveryimpressivebylooksandinfunctionalityCameraisverygoodandpotraitmodeeveninfrontcameraissuperbLovingthisphone
FaceIDworksfineCameraisgreat,50outof5stars,JustreceivedittodayGotdeliveredadayearlierSothankyouamazonFaceIDworksfineCameraisgreatCompactandfitsinyouronehandStillneedtoexploremorebutgreatdevice
DoesitWorthYourmoney,40outof5stars,TheiPhoneXwasahugegamblefromApplebutonethatreallypaidoffLosingthehomebuttonandalteringthedesignwasadangerousmovebutonethatwassorelyneededafteryearsofsimilarityandthepremiumdesignextrapowerallscreenfrontmixtogethertocreatebyfarthebestiPhoneApplesevermadeItsimpossibletogiveaperfectscoretosomethingthatcoststhismuchbutthisistheclosesttosmartphoneperfectionApplehasevergotLosingknownreliableelementsliketheTouchIDfingerprintscannerthehomebuttonintroducingnewmethodsofnavigatingandunlockingthephoneandchargingalotmorefortheprivilegeseemsriskyforacompanythatwasalreadytreadingnewgroundbydoingawaywiththetraditionalheadphonejacklastyearButtheiPhoneXisthehandsetwevebeendemandingfromAppleforyearsaworldawayfromtheincreasinglytireddesignsthatthosewhojustwantanewiPhonehavehadtomakedowithSoistheiPhoneXworthhavingWillitchangethedirectionofanindustrywheremanyofthespecsApplehasputinwirelesschargingbezellessdisplaysandfacerecognitionarealreadyonthemarket
coolprdect,50outof5stars,ItisaverygoodprdectandverywellPack
Epicphonebuttoexpensuve,40outof5stars,Epicphonebutveryexpensive
FiveStars,50outof5stars,Doesallthemultitasking
Superb,50outof5stars,Oneofthebestphoneavailableinthemarket
FiveStars,50outof5stars,Awesome
FourStars,40outof5stars,Awesomephonebutneedtoimprovebatterybackup
FiveStars,50outof5stars,Awesomeproduct
FiveStars,50outof5stars,Niceone
FourStars,40outof5stars,AmazingPhone
FinallyAWorthyupgrade,50outof5stars,HonestlyIGotMyiPhoneFromiCentreBecauseOfTheTheNumerousAmountOfNegativeReviewsThereOnAmazonManyPeopleAreWorriedAboutTheNotchGettinginTheWayIfYourContentButAfter3DaysOfUsageITotallyGotUsedToTheScreenOfThePhoneTheCameraIsTopNotchSeeWhatIDidThereOnlyThe25KDollarRedCamerasHavePerformanceToCompareWithTheIphoneTens4K60FPSVideoThePotraitModeIsExcellentTheNewUIIsVeryEasyToGetToMakeASecondHandGestureFaceIdIsSuperSecureAndFinnalyThisIsTheFirstMajorReDesignOfTheIphone6LikeBodySoTotalllyGoForIt
MustReadAndroidtoIphoneXexperiance,50outof5stars,Iwasanandroidusersince2011IalwayskeptiPhoneawaywhilebuyinganewphoneMyprimaryconcernwhileselectingasmartphoneistheCameraAndmypreviousXperiaandSamsungflagshipsservedwellinthatpurposeThistimeIhaveshortlistedGalaxyNote8andiPhoneXSincethepricedifferencebetweenbothofthemaresmallandthelagsonmylastandroidphonescompelledmetobuyiPhoneXIhavepreviouslyusediPhone5Sand6PlusforashortperiodBothwere16gbandIreturnedtoAndroidphonesduetolimitedsharingoptionsandlackofextrastorageSpeakingofiPhoneXitisbeautifulheavyweightedelegantbylooksTheperformanceisveryfastthecameraisjustawesomeThereistonofiPhoneXreviewsonYouTubeinternetsoIamnotgoingtoreviewithereIamjustsharingsomeprosandconsaccordingtomyusageProtectionTipsCaseIbroughtaSPIGENNeonUltraHybridCrystalcaseasthatprovidessoliddropprotectionaswellashassilverliningthatmatchswellwithsilvercolorofmyphoneScreenProtectorHereibroughtMTTithasalltheusualfeaturessomepeoplemayalsogoforthefullbodyprotectionthatevenprotectsthetopnotchbutthatmightaddbulkbutheythatsmyopinionProsSuperfastElegantampbeautifuldesignLargescreenof58inchGoodbatterybackupLastsfulldayonheavyusageFacialRecognitionFaceIDGreatphotosbothdaylightandlowlightQuadLEDflashVerygoodportraitphotosStagelightisahitormissallothermodsworkbeautifully10XopticalzoomusingDual12mpcamerasGreatqualityloudsoundFastestProcessorA11Bionic7mpfrontcameraAwesome240FPSslowmotionvideosin1080pGreatvideoqualityStainlesssteelbodyWirelesschargingNotmuchheatingHighestDisplayBrightnessof574nitsSamsungGalaxynote8has408nitsBestinclassOLEDassaidbyDisplayMateThenewswipesgesturesarereallyintuitivetheyhaveanaturalandsimpleflowtothemBestvideorecordingasforstillphotositfallsjustbehindgooglePixel2notmuchFirstBezellessdesigniPhoneConsVeryhighpricewhencomparedtoothercountriesVerylargeampheavyItisverydifficulttoholdforlongtimeHandsgethurtsLargeScreenmakeonehandedoperationdifficultApplesnewimageampvideoformatisnotsupportedbymostdevicesNocompletefilemanagerNodedicatedheadphonejackWeshouldkeepaBluetoothheadphonetousewhilechargingLimitedsharingfunctionalityUngroupednotificationsareannoyingIOS11isbuggyandthereisanupdateeachweakNofastchargingadapterWecanchargeusingfastchargingpowerbankorotherphonesadapterthoughSameDesignasandroidabetthenotchThebackglassgonnabreakeasilyWehavetouseathickcasetoprotectthecameraduetocamerabumpThestainlesssteelbodyispronetoalotofscratchesbatterypercentagenotshownuphavetoscrolldowntoseeithopeIOSupdatewillprovideoptionIhaveattachedsomephotostakenusingmyiPhoneXPleasehavealook
MyiPhone10broughtinMidDecember2017,10outof5stars,IbroughtthisphonefromAmazononlybecauseamazonsellsguranteedproductsIpaidthesamepriceformyiPhone10asIwouldhavepaidinanyapplestoreinIndiaInowrealisethatthephonesoldbyamazonthroughitstradingpartnerisajailbreakediPhone10ThisisthelastthingIhadexpectedforaproductofsuchhighvaluefromAmazonIndia
HatetheEXLovetheX,50outof5stars,JustlovetheXFeelsoPremiumandaHeadturnertooFaceIDworkingfinebutstillmissthefingerprintscannerverymuchIjumpfrom5StoXsoitsahugeskipImveryveryhappywithitSpeciallybatterybackupisgreatafterusingwith4gcellularnetworkandnoheatingissueatallthoughImnotamobilegamerOftentimesIplayBoomBeachandIwatchYouTubevideosandIsurfalotItmakesadeepholeinpocketattheHeftypricetagSoitsalluptoyourConsideration
LOVEIT,50outof5stars,ILOVEIT
Fabscreensuperfastphine,50outof5stars,SuperbphoneBestappleproductever
Thefastestphoneinthehistoryofsmartphones,50outof5stars,ThisphoneisblazingfastandisextremelygorgeousTheedgetoedgedisplayisoutstandingTheFaceIDworksformeeverytimeThisphoneisaworthypurchaseforsure
Awesomephoneeverandrevolutionaryphone,50outof5stars,ItsreallyreallyawesomephoneanditsrevolutionaryphonetooitneverhangitsreallyawesomeIexpectedthisfromAPPLE
Bestcellphoneof2k17,50outof5stars,TheXmighthavethethinnestscreenbezelsofanyiPhonebutitcouldonlygettherebyditchingthephysicalhomebuttonThatalsomeantgettingridofTouchIDfingerprintscanningsoinsteadwegetFaceIDfacialrecognitionIttakestwocamerasoneregularoneIRanIRdotemitterandseparateIRfloodilluminatortoaccuratelyscanandrecogniseyourfaceinlessthanhalfasecondandallthattechtakesupspaceThewayitbulgesoutintothedisplayiscertainlyuniqueItsabitlikeMarmiteyoueitherlovethedistinctivelookoryouhatethewayitintrudesonyourscreenspaceAfteraweekwiththephoneImintheformercampalthoughtheeffectithasonsoftwareisanothermatterOpenanappthathasntbeenupdatedyetandyoullgetmassiveblackbordersatthetopandbottomofthescreenorleftandrightwhenyoureinlandscapeThenotchisunmissableinthismodewhenyouopenSafariwithcertainwebpageslookingdownrightuglyAppsthatuseApplesautolayoutfillthescreenbutnotalwayshowyoudexpectsometimesblockingoutthebatteryindicatororlosingUIelementsoffscreenEvenappsthathavebeenupdatedcanlookalittlefunkyThefactthatbignameslikeSpotifydidnthaveupdatedappsreadytogoonlaunchdayisabitofajokeButanywaybacktothescreenitselfItsa58inpaneltechnicallymakingitlargerthantheiPhone8Plusbutthe1959aspectratiomeansitsmorelikeaniPhone8stretchedverticallyAddinthenotchandthatsquitealotofdeadspaceincertainappsandgamesHonestlythoughItsdifficulttomindthatmuchthescreenisabsolutelyphenomenalThatsmainlydowntotheswitchfromLCDtoOLEDgivingtheXtheimpeccablecontrastanddeepinkyblacksthathavebeenimpressingusonSamsungsGalaxyphonesforyearsResolutionhasleaptupto2436x1125abigchangefromtheiPhone8Plusandits1080ppanelPentilepaneltechmightnotresolveasmuchdetailasanRGBLCDscreenbutsomecleverantialiasingonApplespartmeansitsdifficulttospotanylackofdetailOLEDpanelscanendupsolookingridiculouslyvibrantyoullwanttowearsunglasseswheneveryoulookatthembutApplehasbeenprettyrestrainedherephotosandvideosontheXstillpopwithcolourbuttheystayontherightsideofrealisticTrueTonecolourcalibrationhelpshereautomaticallytweakingthecolourtemperaturetomatchtheambientlightaroundyouItsasubtleeffectbutyoullnoticethedifferencewhenyouflickitonandoffinthesettingsscreenItgetsimpressivelybrightforanOLEDpaneltooIhadnoproblemreadingthescreenoutdoorsonasunnydayThatbrightnesscomesinhandyforHDRvideotheXsupportsbothHDR10andDolbyVisionNetflixisalreadyupdatedandworksgreatonagoodconnectionwithagreatrangeofcolourandmoredepthtodarkscenesForallthepitchforksandtorchesbangingonGooglesdooroverthePixel2XLsoffanglecolourshifttheiPhoneXisntimmunefromtheeffectseitherWithnohomebuttontheXmakesyourethinkhowtouseyouriPhoneAnditallstartswithFaceIDInsteadoftappingthefingerprintsensoryounowraisethephonetapanywhereonscreenorpressthesidebuttontowakeitthenswipeupfromthebottomofthedisplaytogetpastthelockscreenNormallyinthetimeyouvedoneallthatFaceIDhasfiredoutthousandsoftinyinfrareddotsscannedthemwithanIRcameraandmappedyourfaceAllyourcontourscurvesbumpsandridgesmakeforauniqueIDthatsevenmoredifficulttofoolthanafingerprintsensorAsyouveonlygotonefaceIhopeyoudonthavetoconsiderwhichhandyoullbepickingupthephonewithortoholditinacertainwaysoyourfingerlinesupwithaphysicalbuttonhandyifyoufoundtheiPhone8justalittlebittoosmallorthePlusthatlittlebittoobigWhenFaceIDworksitworksbrilliantlytakinglessthanhalfasecondtorecogniseyouandunlockthephoneOvertimeitllgetbetteratrecognisingyoutrackingthingslikehairandbeardgrowthsoasnottogetconfusedGoforashaveandbuzzcutandyoumightneedtoretrainitthoughItworkedthroughsunglasseswhileIwaswearingchunkyheadphonesandwithahoodiecoveringmyhairbutleaningmyhandonmychincouldsometimesdefeatitLyinginbedIwouldoftenholdthephonetooclosetogetamatchanditshardertounlockwhilesatonyourdeskthantheoldTouchIDsystemItmightnotbe100accuratebutitsstillbetterthananyotherfacescannerwevetriedonaphoneincludingtheonesfoundonsomeSamsungsWhenitdoesfailyouvegottotapinapasscodejustlikeyouwouldwithTouchIDItsnotexactlyelegantbutitsrareenoughnottobeannoyingunlessyourestoodataLondonUndergroundticketbarrierwithaqueueofpeoplebehindyouDoubletappingthesidebuttontoinvokeApplePayandwaitingforafacematchfeelsalittlebitslowerthantheoldTouchIDsystembutmaybethatllchangeonceitbecomessecondnatureAllthesefacescanningshenanigansmightsoundseriousbuttheresalightersidetoitalltooFireupiMessageandyoucanplaywithAnimojianimatedemojicharactersthatyoucanmovewithyourfaceBymotiontrackingyourfacialfeaturesthephonecananimateyoureyesandexpressionsperfectlyrecordingyourvoiceinsyncforsendingasmessagestoyourmatesItspurelyforfunandallbutguaranteedtoannoyyournoniPhoneXequippedmatesbutundeniablycuteatthesametimeWhilethenotchmightseemlikeabigdealittotallydisappearsonceyouvespentafewhourswiththephoneWithmostdaytodaytasksyouwontreallynoticeitespeciallywhenusingtheiPhoneXinportraitmodeWhatyouwillnoticeovertimeishowtheentireiOSUIhasbeenredesignedarounditUntilnowiPhonemodelshavehadaneverpresentunlessyouareinthefullscreenmodebarthatsbeenusedtodisplayallkindsofimportantinformationfromthetimetosignalstrengthandtoevenindicateifsomeappisusingyourlocationinformationWiththeiPhoneXsnotchtheresverylittlespaceforallthisinformationtheleftsideistakenupentirelybytheclockwhiletherightonlyhasroomforthesignalstrengthindicator3G4GWiFiindicatorandthebatteryiconYounolongerseethingslikethenameofthenetworkwhichmightnotseemlikeabiglossbuttherearetwoothercompromisesthatwillpotentiallybemoreupsettingformostusersThebatterypercentageandBluetoothconnectionstatusarenowonlyvisibleonlyifyouswipedownfromtherightofthenotchandtheresnowaytohavethemalwaysvisibleIfyouuseBluetoothdeviceslikeAirPodsspeakersorincarunitsyoucannolongertellataglanceifyourphoneisconnectedThenotchwillbotheryouinfullscreengamesandvideosorifyouusetheyourphoneinlandscapemodealotBydefaulttheaspectratiooftheiPhoneXsdisplaymeansthatmostvideoswillplaywiththickenoughblackbandsontheleftandrightthatthenotchwillblendinwithoutanyproblemsHoweverifyouchoosetozoominbyusingpinchtozoomintheYouTubeappforexampleyoubringthenotchintoplayevenasthevideogetscroppedlikeonanyotherdeviceWeregularlywatchedvideoszoomedinanditdidntbotherusonebitbutyourmileagemayvaryOntheotherhandwedidlikesomeofthechangesthatthenotchspresencehasresultedinOneofourfavouriteiOSfeaturesistheabilitytoscrolltothetopofanylistorpagebytappingthebarattopHoweverifsomeappisusingyourlocationinthebackgroundorifsomedeviceisconnectedtothehotspotonyourphonethisfunctionalitybreaksastappingonthebarthentakesyoutotheappusingyourlocationinthebackgroundortheHotspotsettingsasthecasemaybeWiththeiPhoneXthelocationhotspotalertsarerestrictedtotheleftearwhichmeansyoucanstilltapthenotchortherighteartoscrolltothetopofanylistthatsrightthenotchdoesrecogniseyourtapsWevespentconsiderabletimetalkingaboutthenotchbutifyouarewonderingwhatexactlyitisthislittlesectionisforyouWiththeiPhoneXdoingawaywiththeHomebuttonandwithittheTouchIDfingerprintscannerAppleneededanewwayforustoquicklyandsecurelylogintoourdevicesandauthorisepaymentsThesolutionisFaceIDandthenotchcontainsthefrontcameraand3DsensingsensorsthatmakethistechnologypossibleThethreemaincomponentsherearetheinfraredcamerafloodilluminatoranddotprojectorThelatterprojectsmorethan30000invisibledotsontoyourfacetobuilda3DmapthatcanbeusedtoidentifyyouThefloodilluminatormakesitpossibletodothatinthedarkbyemittinginvisibleinfraredlightandtheinfraredcamerareadsthedotpatternTheinfraredimageissenttotheSecureEnclaveintheA11BionicchipaspecialareathatsusedtostorebiometricdataonthechipthatpowerstheiPhoneXtoconfirmamatchLikewithTouchIDApplesaysnobiometricdataactuallyleavesthedeviceatanypointwhichmeansthatyourprivacyisassuredThedaytheiPhoneXwasannouncedandwellbeforewehadspentanymeaningfultimewithitwesaidthatFaceIDfeltlikeacompromisethatitcouldneverbeasfastasTouchIDandthatApplewouldgobacktousingfingerprintscannersassoonasitcouldfigureouthowtoembedthemintotheglassfrontsofitsphonesAcoupleofmonthsintohavingusedtheiPhoneXitssafetosaythatwhileFaceIDmightnothavetherawspeedofTouchIDamoveawayfromFaceIDwontbebecauseofanysignificantdrawbacksinthetechnologyItworksseamlesslyonmostoccasionsandmorereliablythanwedimagineditwouldgoingintoourreviewItsalmostlikehavinganynopasscodeorsecurityfeatureonyourdeviceThatmightnotbeachangeformanypeopledespitemanufacturerswarningsduringthesetupprocesswefindanuncomfortablylargenumberofpeoplecontinuetousetheirsmartphoneswithoutapasscodebutforeveryoneelseFaceIDreducestheextrastepofunlockingyourphonebeforeyoucanuseitGrantedmostofushadbecomeaccustomedtousingfingerprintstothepointthatitneverfeltlikeanadditionalstepbutnowatmosttimesyoucanjustpickupyouriPhoneXandtrustthatFaceIDisjustauthenticatingyouinthebackgroundForallpracticalpurposesthisfeelslikeusingaphonewithoutapasscodeThisisespeciallygreatwhenyouareinteractingwithnotificationsBeforetheiPhoneXtappingonanotificationsaytoreadanemailonalockeddevicemeantusingTouchIDorneedingtoenterpasscodetounlockbeforeyoucouldproceedWithFaceIDtheadditionalstepisremovedandyoucannowinteractwithnotificationsasoriginallyintendedThenotchiswherealltheFaceIDbitsarehousedFaceIDisntperfectthoughbutthenneitherwasTouchIDthefingerprintscannerwaspoorifyourfingerswereslightlygreasyorwetThisisntaproblemnowHoweverIhavefoundthatFaceIDstrugglesifmyeyesareashrivelledmessusuallyfirstthinginthemorningandifthephoneisntcloseenoughtomyfaceIfyourethetypeofpersonwhotriestosneakalookattheirnotificationswithyourphoneatpocketlevelthenyoureoutofluckAppsthatpreviouslyusedTouchIDasameansofunlockingwillautomaticallybereplacedbyFaceIDwithouttheneedforanupdateandyoucanofcourseuseitforApplePaypaymentstooiPhoneXScreenTheiPhoneXseesAppleswitchoutitsusualLCDscreentechforanOLEDpanelforthefirsttimeSamsungGoogleandmanyotherAndroidphonemakershavebeenusingthistechnologyforsometimenowanditsnicetoseeApplefinallyjoiningthefraywithaproductotherthantheAppleWatchThisisalsothehighestresolutionscreeneveronaniPhonewithaslightlyodd2436x1125pixelsplustheressupportfortheDCIP3colourgamutandDolbyVisionHDROLEDsofferbettercontrasttrueblacksandamorecolourfulpicturebuttheyrenotalwaysperfectTheLGpanelsusedbyGoogleinthePixel2XLhavecomeinforplentyofcriticismforpoorviewinganglesandanoddbluetingeEventheexcellentscreenontheSamsungGalaxyS8ispronetosufferingpoorviewinganglesApplesOLEDscomefromSamsungandwhiletheresasmallshifttoblueifyoutiltthedeviceoffaxisitsfarlessnoticeablethanonthePixel2XLApplesaysitsmadeafairfewtweakstothispanelandthecompanysoptimisationofitiscertainlydifferenttoSamsungsapproachforitsownGalaxyS8andNote8panelsColoursontheiPhoneXaremorenaturalandthesaturationisntquitesointenseAtlastTheGoodAgreatblendofhandheldcomfortandabiggorgeousOLEDscreenReartelephotocameraoutshootsthe8PlusinlowlightandthefrontcamerasnapsimpressiveportraitselfiesFaceIDgenerallyworksfineTheBadNewinterfaceandnohomebuttonmeanmajoradjustmentsandkeyfeaturessuchastheControlCenterarehardertoreachanduseItlltaketimeformostappstobeoptimizedfornotchedscreenThephoneishellaexpensiveandtheallglassdesignmeansacaseandaninsuranceplanaremustsShorterbatterylifethaniPhonePlusmodelsTheBottomLineiPhoneXisanoverdueandwinningevolutionoftheiPhonebutyoullneedtoleaveyourcomfortzonetomakeajumpintothefacerecognizingfutureIfyoufindthishelpfulvotehelpfulbutton
OneStar,10outof5stars,Notworththecost
Faceidnotworking,50outof5stars,FewyearsagoIsoldoneofmykidneytobuyiPhone6sandthenafterthatIsoldtheanotheronetobuythe7TobuythisIhadnokidneylefttosellSoIsoldmyheadAndnowthefaceidisnotworking
TwoStars,20outof5stars,dontlikeitthebackbuttonisatthetopleftcornerandcannotusinonehand
FiveStars,50outof5stars,BESTPHONEEVER
Loveit,50outof5stars,InlovewiththeiPhoneXItfeelsmuchbetterthanotheroldermodelsThedesignisamazingItsverypriceybutifyoucanaffordityouwontregretitTheportraitmodeworksreallywell
Xisx,50outof5stars,DontknowtheexactreasonwhyitdiscontinuedButthephoneisgreat
Majourissuewithfaceunlock,20outof5stars,AppleitspremiumbrandandibuiltqualityButyesterdayihavepurchageiphonex64gbsilverclourthisproductmajourissuewithfacerecogniceunlockmanytimeopenwithotherpersonfaceandmanytimenotopenwithregesterfacethisisthemajourissue
Chargingproblems,30outof5stars,slowcharging
TrulyApple,50outof5stars,GreatphoneAppleiphoneXistrulyamazingphonegreatlooksGoodcameraFaceunlockQuickresponsegoodbatterylife
AppleiPhoneXSilver64GBReview,40outof5stars,ProsStunningscreenMuchimprovedtelephotocameraThebestlookingiPhoneeverImpressivebatterylifeFaceIDissomuchbetterthanafingerprintsensorConsSoftwareneedsmoreoptimisationforthetallerdisplayandnotchNofastchargingplugincludedVeryexpensiveKeyFeatu58inchOLEDHDRdisplayA11BionicCPU64GBor256GBstorageFaceIDDual12megapixelcamerawithOISWhatistheiPhoneXTheiPhoneXoriPhone10isahugelyimportantdeviceforAppleNotonlydoesitsreleasecoincidewiththe10thanniversaryofarguablythemostimportanttechproductofthepastdecadebutitsthefirstiPhoneinfouryearstoundergoamajorredesignItsalsothebestiPhoneIveeverusedbutitcomesatacostAprettyheftyoneTheiPhoneXsawabigchangetothelongestablishediPhoneformulaandcurrentlyitsdifficulttosayifitsbeenacompletesuccessHavingusedthephonesolidlysinceitsreleasemythoughtsregardingtheiPhoneXseemtochangeonaweeklybasis
AftertwomonthsofresearchIfinallymadeupmy,50outof5stars,AftertwomonthsofresearchIfinallymadeupmymindtobuyiPhoneXandafterusingforthelastthreedaysIjustwanttosayonethingtoeveryoneyouwillneverregretforyourdecisionforbuyingandalsowhileupgradethesamedeviceinyourfuture
AmazingiPhone,50outof5stars,AmazingiPhoneYouwillneverregreatafterspendingsuchaamountAmazondeliveredasitpromisedCameraistoogoodFeelgoodexperiencewhenuuseit
OneStar,10outof5stars,Screenfaultlinewithin15daythisphonenotworthy1lakh
GoforPixel2,30outof5stars,NotworthmoneyProsFulldisplayConsletscomparewithalmosthalfpricedpixel2SuperexpensiveiPhone85000wherePixel240000NoFastchargingtakesmorethan2oddhourstofullchargePixel2chargessuperfastmostlyin45minstofullchargeFaceidisslowcomparedtofingerprintsensorCameraPixel2singlecameraresultsaremuchmuchbetterthaniPhonexdualcamera
Phoneisworkingtotallyfinecameraisalsogood,30outof5stars,PhoneisworkingtotallyfinecameraisalsogoodButitdoesnotjustifythepricetagpreviousiPhonewerealotbetterthanthisone
Bestmobileever,50outof5stars,ItsimportanttonoteherethatyourprivacyiswellyoursNoonehasaccesstothedataFaceIDgathersanditistrulyyoursApplehasagoodtrackrecordonkeepingyourdataprivateastheyarenotinthedatabusinessNewscreen58OLEDisthemostvibrantandclearscreeneverproducedbyAppleApplehasremovedthetouchIDsensorandbezelaroundtheoldiPhonescreenwhichmeanstheiPhoneXhasanoticeablysmallerfootprintwhilemaintainingalargerscreensizethantheiPhone78PlusSimilartotheiPhone8and8PlustheiPhoneXusestruetonetechnologytomimicthelightingconditionsarounditandadjustthewhitebalanceaccordinglyThenotchcutoutofthetopofthescreeniswhereApplehasincludedthefacerecognitionsensorsfrontcameraandahostofothersensorsForcetouchisalsofantasticandthehapticfeedbackoneverythingfromalikeontwittertomovingappsaroundiswonderfulMakesthescreenfeelmorethreedimensionalinawayThecameratakeswonderfulpicturesIhavetakenafewpicturesinportraitmodeandsomepicturesgenuinelylookliketheyweretakenwithaDSLRcameraThespeakersarelouderthanIexpectedandsoundveryclearGreatforimpromptumusiclisteningThephoneisalittleheavybutitisdefinitelycomfortabletoholdItfeelslikealuxurydeviceandhasacertainweighttoitIhavetestedthisflawlesslywithglassesahatandeveninthedarkItisassimpleaslookingatyourphoneandswipingupfromthebottomThissuperpowerfulnewcameraalsoenablestheanimojifeatureswhichmapsyourfacialexpressionstocreateatalkingemojiThisisafunfeaturebutmoreanoveltythananythingThissametruedepthcameramakestheiPhoneXtheultimatephonefortakingselfiesThenewportraitmodeallowstheuserblurthebackgroundorevencutyourselfoutentirelyandplaceyourselfonablackbackgroundTherearcameraboastsadual12MPsensorarraywithimprovedapertureandwideanglelenswithimagestabilizationTheincreasedaperturefrom28to24allowsforbetterimagesinlowlightconditionsVideocapabilitieshavealsoapprovedaswelltoinclude60p4kvideorecordingdeliveringclearfluidimagesIncreasedRAMsizeto3GBandnewBionicChipmakestheiPhoneXoneofthemostpowerfulsmartphonesarethemarketUpdateddesignfeaturesglassbackandsideswhichmakethephonebeautifullookingAverywelcomechangeinthenormaldesignBatterylifeTheiPhoneXboaststhelargestbatteryinApplehistorywitha2716mAhbatterywhichisabitlargerthanthenewiPhone8PlusAfullchargefrom0100takesabout2hoursand10minutesinmytestingInadditionwirelesscharginghasfinallybeenaddedtothenewiPhoneXand8seriesphonesIhavenottestedthisoutbutamexcitedtogiveitatryWirelesschargingpadisnotincludedwiththephoneBestmobileever
FourStars,40outof5stars,ItslaggierthananiPhone78AllthePlusresolutionphonesarelaggytheiPhoneXincluded
iPhoneX,50outof5stars,Thisisthebestofappletillnow
Itsreallyabeastandamlovingit,50outof5stars,Iamwritingthisreviewafterusingthephoneformorethan3weeksnowwasusingAppleearliertoosoofcourseitfeltlikehomeIupgradedfrom6s64gigtoiPhoneXandmustsayitwasamuchneededswitchThisphoneisundoubtedlythebestinmarketasfaraslooksandperformancegoesthesocallednotchdoesntatallcomeinthewayandtheOLEDscreenisjusttooperfectIdontreallythinkaniPhoneneedsareviewitsassimpleasuseittobelieveitTheonlythingIdidntlikeisthatthepricereducedby45kduringnewyearimmediatelyafterIpurchasedbutthatsagambleonehastoplayIwontevensayitsoverpricedasitsobviousthatiPhoneisaniPhoneIthasexcellentresalevalueandifatallIwanttosellitafter2yearsIthinkIcangetagoodvalueofcourseyouneedtoprotectyourphonewithagoodcaseIliketokeepmyphoneasgoodasNewalwaysGoforitifyouhavethebudgetorcanpayEMIiphonesdonotreallyneedareview
Donotwasteyourmoney,10outof5stars,ThisisbyfartheworstappleproductIveeverusedYouwouldexpectyourphonetobehelpfulintimesofdistresslikeanurgentcallormessagebutthisIPhoneXwillbenotunlockorjustfreemayberightthattimeFaceIDistheworstpartaboutthisphoneAtnighttounlockyourphoneyouhavetogetupandshowyourfacewithbotheyesopenforthisthingtoopenWhencomplainedtoAppletotaketheirproductbacktheysayeitherlivewithitorletsdodiagnostictestswhichdidnthelpeitherwayThisphonefreezeseveryseconddayIveneverhadtorestartmyphonesomanytimesIregretbuyingthisphone
